Title,Year,Runtime,Director,Genres,Rate,Votes
Speed Racer,2008,135 min,Lana Wachowski,"Action, Adventure, Comedy",6.0,66469.0
"Lancelot, o Primeiro Cavaleiro",1995,134 min,Jerry Zucker,"Action, Adventure, Drama",6.0,64875.0
O Apostador,III 2014,111 min,Rupert Wyatt,"Crime, Drama, Thriller",6.0,61737.0
A Casa dos Sonhos,2011,84 min,Jim Sheridan,"Drama, Mystery, Thriller",6.0,61047.0
Meu Ex e um Espiao,2018,117 min,Susanna Fogel,"Action, Adventure, Comedy",6.0,59306.0
O Soldado do Futuro,I 1998,99 min,Paul W.S. Anderson,"Action, Drama, Sci-Fi",6.0,49990.0
Victor Frankenstein,2015,110 min,Paul McGuigan,"Drama, Horror, Sci-Fi",6.0,49400.0
As Tartarugas Ninja II: O Segredo do Ooze,1991,88 min,Michael Pressman,"Action, Adventure, Comedy",6.0,49137.0
Joe Sujo,2001,91 min,Dennie Gordon,"Adventure, Comedy, Drama",6.0,49022.0
Os Condenados,2007,113 min,Scott Wiper,"Action, Crime, Thriller",6.0,48984.0
O Rapto do Menino Dourado,1986,94 min,Michael Ritchie,"Action, Adventure, Comedy",6.0,48719.0
Planeta 51,2009,91 min,Jorge Blanco,"Animation, Adventure, Comedy",6.0,48555.0
Chennai Express,2013,141 min,Rohit Shetty,"Action, Comedy",6.0,46118.0
Bob Esponja: Um Heroi Fora d'Agua,2015,92 min,Paul Tibbitt,"Animation, Adventure, Comedy",6.0,45637.0
Tres Solteiroes e um Bebe,1987,102 min,Leonard Nimoy,"Comedy, Drama, Family",6.0,44683.0
3000 Milhas para o Inferno,2001,125 min,Demian Lichtenstein,"Action, Comedy, Crime",6.0,42527.0
A Rebeliao,2019,109 min,Rupert Wyatt,"Drama, Horror, Sci-Fi",6.0,41810.0
"Sexta-Feira 13, Parte 4: O Capitulo Final",1984,91 min,Joseph Zito,"Horror, Thriller",6.0,41290.0
Virus,2009,84 min,David Pastor,"Drama, Horror, Sci-Fi",6.0,40734.0
Uma Mae Para o Meu Bebe,2008,99 min,Michael McCullers,"Comedy, Romance",6.0,40287.0
CHiPs: O Filme,2017,100 min,Dax Shepard,"Action, Comedy, Crime",6.0,39576.0
O Misterio do Relogio na Parede,2018,105 min,Eli Roth,"Comedy, Family, Fantasy",6.0,38866.0
Alta Tensao,1990,110 min,John Badham,"Action, Comedy",6.0,37912.0
Maquina de Guerra,2017,122 min,David Michôd,"Comedy, Drama, War",6.0,37810.0
Asterix e Obelix Contra Cesar,1999,109 min,Claude Zidi,"Adventure, Comedy, Family",6.0,37430.0
Absolutamente Impossivel,2015,85 min,Terry Jones,"Comedy, Sci-Fi",6.0,36776.0
Hotel Artemis,2018,94 min,Drew Pearce,"Action, Crime, Drama",6.0,36562.0
9 1/2 Semanas de Amor,1986,117 min,Adrian Lyne,"Drama, Romance",6.0,35533.0
"Sexta-Feira 13, Parte 6: Jason Vive",1986,86 min,Tom McLoughlin,"Horror, Thriller",6.0,35406.0
Um Presente para Helen,2004,119 min,Garry Marshall,"Comedy, Drama, Romance",6.0,34515.0
V/H/S/2,2013,96 min,Simon Barrett,"Horror, Thriller",6.0,34400.0
Circle,II 2015,87 min,Aaron Hann,"Drama, Horror, Mystery",6.0,34223.0
Jogo Entre Ladroes,I 2009,104 min,Mimi Leder,"Action, Crime, Thriller",6.0,32446.0
O Pai da Noiva 2,1995,106 min,Charles Shyer,"Comedy, Family, Romance",6.0,32429.0
A Ilha da Imaginacao,2008,96 min,Jennifer Flackett,"Adventure, Family, Fantasy",6.0,32255.0
Arthur e os Minimoys,2006,94 min,Luc Besson,"Animation, Adventure, Family",6.0,31345.0
"Ela Danca, Eu Danco 5: Tudo ou Nada",2014,112 min,Trish Sie,"Drama, Music, Romance",6.0,31154.0
"E Agora, Meu Amor?",1997,109 min,Andy Tennant,"Comedy, Drama, Romance",6.0,31113.0
Aniversario Macabro,1972,84 min,Wes Craven,"Horror, Thriller",6.0,30726.0
O Amor Nao tem Regras,2008,114 min,George Clooney,"Comedy, Drama, Romance",6.0,30318.0
Dragnet: Desafiando o Perigo,1987,106 min,Tom Mankiewicz,"Comedy, Crime",6.0,30245.0
K-9: Um Policial Bom pra Cachorro,1989,101 min,Rod Daniel,"Action, Comedy, Crime",6.0,30166.0
Autopsia de um Crime,2008,95 min,Marc Schölermann,"Crime, Horror, Thriller",6.0,30018.0
Homem ao Mar,2018,112 min,Rob Greenberg,"Comedy, Romance",6.0,29968.0
Um Hospede do Barulho,1987,110 min,William Dear,"Comedy, Family, Fantasy",6.0,29658.0
"Jimmy Neutron, o Menino Genio",2001,82 min,John A. Davis,"Animation, Action, Adventure",6.0,29055.0
Alto Controle,1999,124 min,Mike Newell,"Comedy, Drama, Romance",6.0,27464.0
"Nico, Acima da Lei",1988,99 min,Andrew Davis,"Action, Crime, Drama",6.0,27204.0
Casamento Grego 2,2016,94 min,Kirk Jones,"Comedy, Romance",6.0,26882.0
Os Ultimos na Terra,2015,98 min,Craig Zobel,"Drama, Sci-Fi, Thriller",6.0,26434.0
Dirty Dancing 2: Noites de Havana,2004,86 min,Guy Ferland,"Drama, Music, Romance",6.0,25753.0
Jurassic Park III,2001,92 min,Joe Johnston,"Action, Adventure, Sci-Fi",5.9,283176.0
+Velozes +Furiosos,2003,107 min,John Singleton,"Action, Adventure, Crime",5.9,238940.0
Percy Jackson e o Ladrao de Raios,2010,118 min,Chris Columbus,"Adventure, Family, Fantasy",5.9,169332.0
Triplo X,2002,124 min,Rob Cohen,"Action, Adventure, Thriller",5.9,168879.0
A Promessa,II 2016,133 min,Terry George,"Action, Adventure, Drama",5.9,165679.0
O Albergue,2005,94 min,Eli Roth,Horror,5.9,162832.0
Blade: Trinity,2004,113 min,David S. Goyer,"Action, Horror, Sci-Fi",5.9,159971.0
Abraham Lincoln: Cacador de Vampiros,2012,105 min,Timur Bekmambetov,"Action, Fantasy, Horror",5.9,145376.0
Eu os Declaro Marido e... Larry,2007,115 min,Dennis Dugan,"Comedy, Romance",5.9,135818.0
Invasao a Londres,2016,99 min,Babak Najafi,"Action, Thriller",5.9,135073.0
O Grito,2004,91 min,Takashi Shimizu,"Horror, Mystery, Thriller",5.9,134791.0
Jogos Mortais 4,2007,93 min,Darren Lynn Bousman,"Horror, Mystery, Thriller",5.9,134451.0
"Carrie, a Estranha",2013,100 min,Kimberly Peirce,"Drama, Horror",5.9,128462.0
Caminhos da Floresta,2014,125 min,Rob Marshall,"Adventure, Comedy, Drama",5.9,126712.0
Os Instrumentos Mortais: Cidade dos Ossos,2013,130 min,Harald Zwart,"Action, Fantasy, Horror",5.9,124045.0
O Amor e Cego,2001,114 min,Bobby Farrelly,"Comedy, Drama, Fantasy",5.9,123060.0
O Pequeno Stuart Little,1999,84 min,Rob Minkoff,"Adventure, Comedy, Family",5.9,119398.0
A Grande Muralha,I 2016,103 min,Yimou Zhang,"Action, Adventure, Fantasy",5.9,117565.0
O 6º Dia,2000,123 min,Roger Spottiswoode,"Action, Mystery, Sci-Fi",5.9,112847.0
Os Irmaos Grimm,2005,118 min,Terry Gilliam,"Action, Adventure, Comedy",5.9,112781.0
A Hospedeira,2013,125 min,Andrew Niccol,"Action, Adventure, Drama",5.9,107577.0
Power Rangers,2017,124 min,Dean Israelite,"Action, Adventure, Sci-Fi",5.9,97067.0
Jobs,2013,128 min,Joshua Michael Stern,"Biography, Drama",5.9,90830.0
Doze e Demais,2003,98 min,Shawn Levy,"Comedy, Family",5.9,89307.0
Deu a Louca nos Nazis,2012,93 min,Timo Vuorensola,"Action, Comedy, Sci-Fi",5.9,89283.0
A Lenda do Zorro,2005,129 min,Martin Campbell,"Action, Adventure, Romance",5.9,88697.0
Arquivo X: Eu Quero Acreditar,2008,104 min,Chris Carter,"Drama, Horror, Mystery",5.9,86911.0
O Confronto,2001,87 min,James Wong,"Action, Sci-Fi, Thriller",5.9,86607.0
Volta ao Mundo em 80 Dias: Uma Aposta Muito Louca,2004,120 min,Frank Coraci,"Action, Adventure, Comedy",5.9,80841.0
Ela e Demais,1999,95 min,Robert Iscove,"Comedy, Romance",5.9,80423.0
A Mafia Volta ao Diva,2002,96 min,Harold Ramis,"Comedy, Crime",5.9,79735.0
A Nova Cinderela,2004,95 min,Mark Rosman,"Comedy, Family, Romance",5.9,77175.0
O Inferno de Dante,1997,108 min,Roger Donaldson,"Action, Adventure, Thriller",5.9,76586.0
Cocktail,1988,104 min,Roger Donaldson,"Comedy, Drama, Romance",5.9,76052.0
As Torres Gemeas,2006,129 min,Oliver Stone,"Drama, History, Thriller",5.9,75424.0
"Conan, o Destruidor",1984,103 min,Richard Fleischer,"Action, Adventure, Fantasy",5.9,73349.0
88 Minutos,2007,108 min,Jon Avnet,"Crime, Drama, Mystery",5.9,72546.0
Invasores,I 2007,99 min,Oliver Hirschbiegel,"Sci-Fi, Thriller",5.9,72415.0
Os Delirios de Consumo de Becky Bloom,2009,104 min,P.J. Hogan,"Comedy, Romance",5.9,72191.0
Contatos de 4º Grau,2009,98 min,Olatunde Osunsanmi,"Mystery, Sci-Fi, Thriller",5.9,71358.0
Rock of Ages: O Filme,2012,123 min,Adam Shankman,"Comedy, Drama, Musical",5.9,71329.0
Shaft,2000,99 min,John Singleton,"Action, Crime, Thriller",5.9,70954.0
Premonicoes,I 2007,96 min,Mennan Yapo,"Drama, Fantasy, Mystery",5.9,70604.0
Ate o Limite da Honra,1997,125 min,Ridley Scott,"Action, Drama, War",5.9,70373.0
Free Willy,1993,112 min,Simon Wincer,"Adventure, Drama, Family",5.9,65023.0
O Melhor Amigo da Noiva,2008,101 min,Paul Weiland,"Comedy, Romance",5.9,64664.0
"Domino, a Cacadora de Recompensas",2005,127 min,Tony Scott,"Action, Biography, Crime",5.9,63265.0
Daylight,1996,114 min,Rob Cohen,"Action, Adventure, Drama",5.9,63143.0
Proposta Indecente,1993,117 min,Adrian Lyne,"Drama, Romance",5.9,58874.0
O Justiceiro: Em Zona de Guerra,2008,103 min,Lexi Alexander,"Action, Crime, Drama",5.9,58505.0
A Rede,1995,114 min,Irwin Winkler,"Action, Crime, Drama",5.9,57859.0
Evocando Espiritos,2009,92 min,Peter Cornwell,"Drama, Horror, Mystery",5.9,57527.0
Limite Vertical,2000,124 min,Martin Campbell,"Action, Adventure, Drama",5.9,56457.0
O Noivo da Minha Melhor Amiga,2011,112 min,Luke Greenfield,"Comedy, Drama, Romance",5.9,55523.0
Possessao,I 2012,92 min,Ole Bornedal,"Horror, Mystery, Thriller",5.9,54810.0
Megarrromantico,2019,89 min,Todd Strauss-Schulson,"Comedy, Fantasy, Romance",5.9,53986.0
Vizinhos Nada Secretos,2016,105 min,Greg Mottola,"Action, Comedy",5.9,53807.0
O Guardiao do Tempo,1994,99 min,Peter Hyams,"Action, Crime, Sci-Fi",5.9,53090.0
Star Wars: A Guerra dos Clones,2008,98 min,Dave Filoni,"Animation, Action, Adventure",5.9,52894.0
O Pacificador,1997,124 min,Mimi Leder,"Action, Thriller",5.9,52169.0
Santuario,2011,108 min,Alister Grierson,"Action, Adventure, Drama",5.9,51906.0
Policial em Apuros 2,2016,102 min,Tim Story,"Action, Comedy, Crime",5.9,50669.0
Gnomeu e Julieta,2011,84 min,Kelly Asbury,"Animation, Adventure, Comedy",5.9,50577.0
"Salo, ou os 120 Dias de Sodoma",1975,117 min,Pier Paolo Pasolini,"Drama, Horror, War",5.9,50326.0
Holocausto Canibal,1980,95 min,Ruggero Deodato,"Adventure, Horror",5.9,47783.0
Estranha Obsessao,1996,116 min,Tony Scott,"Action, Drama, Sport",5.9,44447.0
Footloose: Ritmo Contagiante,2011,113 min,Craig Brewer,"Comedy, Drama, Music",5.9,44311.0
Annabelle 3: De Volta Para Casa,2019,106 min,Gary Dauberman,"Horror, Mystery, Thriller",5.9,44072.0
Mutacao,1997,105 min,Guillermo del Toro,"Horror, Sci-Fi",5.9,43974.0
Passageiro 57,1992,84 min,Kevin Hooks,"Action, Crime, Thriller",5.9,43106.0
Totalmente Sem Rumo,2004,95 min,Steven Brill,"Adventure, Comedy, Mystery",5.9,42784.0
Circo dos Horrores: O Aprendiz de Vampiro,2009,109 min,Paul Weitz,"Action, Adventure, Fantasy",5.9,41780.0
"Amigos, Amigos, Mulheres a Parte",2008,101 min,Howard Deutch,"Comedy, Romance",5.9,41467.0
Halloween 4: O Retorno de Michael Myers,1988,88 min,Dwight H. Little,"Horror, Thriller",5.9,41053.0
12 Horas,I 2012,94 min,Heitor Dhalia,"Action, Mystery, Thriller",5.9,40363.0
Happy Feet 2: O Pinguim,2011,100 min,George Miller,"Animation, Adventure, Comedy",5.9,39676.0
A Familia da Noiva,2005,105 min,Kevin Rodney Sullivan,"Comedy, Romance",5.9,38776.0
Mulher Infernal,2001,90 min,Dennis Dugan,"Comedy, Crime, Romance",5.9,37454.0
O Homem das Sombras,2012,106 min,Pascal Laugier,"Crime, Drama, Horror",5.9,37392.0
Jogando com Prazer,2009,97 min,David Mackenzie,"Comedy, Drama, Romance",5.9,37125.0
"Dracula, Morto mas Feliz",1995,88 min,Mel Brooks,"Comedy, Fantasy, Horror",5.9,37021.0
"48 Horas, Parte 2",1990,93 min,Walter Hill,"Action, Comedy, Crime",5.9,36531.0
Um Principe em Minha Vida,2004,111 min,Martha Coolidge,"Comedy, Family, Romance",5.9,36274.0
Alem da Vida,2009,104 min,Agnieszka Wojtowicz-Vosloo,"Drama, Mystery, Thriller",5.9,35177.0
Passageiros,2008,93 min,Rodrigo García,"Drama, Fantasy, Horror",5.9,32867.0
Esquadrao Red Tails,2012,125 min,Anthony Hemingway,"Action, Drama, History",5.9,32355.0
O Capitao Corelli,2001,131 min,John Madden,"Drama, Music, Romance",5.9,31868.0
Tempestade,1998,97 min,Mikael Salomon,"Action, Crime, Drama",5.9,31015.0
O Sequestro,2017,95 min,Luis Prieto,"Crime, Drama, Thriller",5.9,30869.0
Sierra Burgess e uma Loser,2018,105 min,Ian Samuels,"Comedy, Drama, Romance",5.9,30697.0
Studio 54,1998,93 min,Mark Christopher,"Drama, Music",5.9,30664.0
P2: Sem Saida,2007,98 min,Franck Khalfoun,"Crime, Horror, Thriller",5.9,30363.0
Gol II: Vivendo o Sonho,2007,115 min,Jaume Collet-Serra,"Adventure, Drama, Sport",5.9,30317.0
Barbarella,1968,98 min,Roger Vadim,"Adventure, Comedy, Fantasy",5.9,30182.0
Procura-se um Amor que Goste de Cachorros,2005,98 min,Gary David Goldberg,"Comedy, Romance",5.9,29687.0
A Procura,I 2014,112 min,Atom Egoyan,"Crime, Drama, Mystery",5.9,28324.0
King Kong,1976,134 min,John Guillermin,"Adventure, Horror",5.9,28312.0
Codinome Cassius 7,I 2011,98 min,Michael Brandt,"Action, Crime, Drama",5.9,27592.0
Manequim,1987,90 min,Michael Gottlieb,"Comedy, Fantasy, Romance",5.9,27535.0
A Fortaleza,1992,95 min,Stuart Gordon,"Action, Crime, Sci-Fi",5.9,26521.0
Amor Pleno,2012,112 min,Terrence Malick,"Drama, Romance",5.9,26025.0
Na Trilha da Fama,2004,103 min,Sean McNamara,"Family, Music, Musical",5.9,25989.0
Reno 911!: Miami,2007,84 min,Robert Ben Garant,"Comedy, Crime",5.9,25801.0
Um Sonho Chamado Fred,1991,103 min,Ate de Jong,"Comedy, Drama, Fantasy",5.9,25692.0
2012,I 2009,158 min,Roland Emmerich,"Action, Adventure, Sci-Fi",5.8,337031.0
Furia de Titas,2010,106 min,Louis Leterrier,"Action, Adventure, Fantasy",5.8,262118.0
Noe,2014,138 min,Darren Aronofsky,"Action, Adventure, Drama",5.8,234267.0
Battleship: A Batalha dos Mares,2012,131 min,Peter Berg,"Action, Adventure, Sci-Fi",5.8,229057.0
As Tartarugas Ninja,2014,101 min,Jonathan Liebesman,"Action, Adventure, Comedy",5.8,195181.0
G.I. Joe: A Origem de Cobra,2009,118 min,Stephen Sommers,"Action, Adventure, Sci-Fi",5.8,194070.0
Lara Croft: Tomb Raider,2001,100 min,Simon West,"Action, Adventure, Fantasy",5.8,190575.0
G.I. Joe: Retaliacao,2013,110 min,Jon M. Chu,"Action, Adventure, Sci-Fi",5.8,168466.0
A Liga Extraordinaria,2003,110 min,Stephen Norrington,"Action, Adventure, Fantasy",5.8,160829.0
Resident Evil 4: Recomeco,2010,96 min,Paul W.S. Anderson,"Action, Adventure, Horror",5.8,156491.0
O Besouro Verde,2011,119 min,Michel Gondry,"Action, Comedy, Crime",5.8,150914.0
A Heranca de Mr. Deeds,2002,96 min,Steven Brill,"Comedy, Romance",5.8,130421.0
Gamer - Jogo Mortal,2009,95 min,Mark Neveldine,"Action, Sci-Fi, Thriller",5.8,126757.0
Premonicao 3,2006,93 min,James Wong,"Horror, Thriller",5.8,124527.0
X-Men: Fenix Negra,2019,113 min,Simon Kinberg,"Action, Adventure, Sci-Fi",5.8,122244.0
Separados pelo Casamento,2006,106 min,Peyton Reed,"Comedy, Drama, Romance",5.8,120284.0
Do Fundo do Mar,1999,105 min,Renny Harlin,"Action, Adventure, Sci-Fi",5.8,118599.0
O Homem sem Sombra,2000,112 min,Paul Verhoeven,"Action, Horror, Sci-Fi",5.8,117635.0
Passe Livre,2011,105 min,Bobby Farrelly,"Comedy, Romance",5.8,115901.0
Rambo III,1988,102 min,Peter MacDonald,"Action, Adventure",5.8,115844.0
Motoqueiros Selvagens,2007,100 min,Walt Becker,"Action, Adventure, Comedy",5.8,111149.0
Jogos Mortais 5,2008,92 min,David Hackl,"Horror, Mystery, Thriller",5.8,109893.0
Viagem ao Centro da Terra: O Filme,2008,93 min,Eric Brevig,"Action, Adventure, Family",5.8,107747.0
Percy Jackson e o Mar de Monstros,2013,106 min,Thor Freudenthal,"Adventure, Family, Fantasy",5.8,105211.0
Na Companhia do Medo,2003,98 min,Mathieu Kassovitz,"Horror, Mystery, Thriller",5.8,102706.0
Fim dos Dias,1999,122 min,Peter Hyams,"Action, Fantasy, Horror",5.8,102397.0
Premonicao 5,2011,92 min,Steven Quale,"Horror, Thriller",5.8,101333.0
O Lobisomem,2010,103 min,Joe Johnston,"Drama, Fantasy, Horror",5.8,99851.0
Mortal Kombat,1995,101 min,Paul W.S. Anderson,"Action, Adventure, Fantasy",5.8,96333.0
Arranha-Ceu: Coragem Sem Limite,2018,102 min,Rawson Marshall Thurber,"Action, Adventure, Thriller",5.8,90951.0
Atividade Paranormal 3,2011,83 min,Henry Joost,"Horror, Mystery, Thriller",5.8,87356.0
Viagem 2: A Ilha Misteriosa,2012,94 min,Brad Peyton,"Action, Adventure, Comedy",5.8,87036.0
Antes So do que Mal Casado,2007,116 min,Bobby Farrelly,"Comedy, Romance",5.8,81813.0
"Comer, Rezar, Amar",2010,133 min,Ryan Murphy,"Drama, Romance",5.8,81724.0
Minhas Adoraveis Ex-Namoradas,2009,100 min,Mark Waters,"Comedy, Fantasy, Romance",5.8,79714.0
RoboCop 2,1990,117 min,Irvin Kershner,"Action, Crime, Sci-Fi",5.8,77873.0
Todas Contra John,2006,89 min,Betty Thomas,"Comedy, Romance",5.8,76915.0
Os Aloprados,2008,91 min,Kent Alterman,"Comedy, Sport",5.8,75678.0
Mergulho Radical,2005,110 min,John Stockwell,"Action, Adventure, Crime",5.8,71384.0
A Experiencia,1995,108 min,Roger Donaldson,"Action, Horror, Sci-Fi",5.8,71030.0
O Diario da Princesa 2: Casamento Real,2004,113 min,Garry Marshall,"Comedy, Family, Romance",5.8,70032.0
"Seis Dias, Sete Noites",1998,102 min,Ivan Reitman,"Action, Adventure, Comedy",5.8,69920.0
As Ruinas,2008,90 min,Carter Smith,Horror,5.8,67366.0
Tubarao 2,1978,116 min,Jeannot Szwarc,"Adventure, Drama, Horror",5.8,66862.0
Cemiterio Maldito,2019,101 min,Kevin Kölsch,"Horror, Mystery, Thriller",5.8,66050.0
O Massacre da Serra Eletrica: O Inicio,2006,91 min,Jonathan Liebesman,"Horror, Thriller",5.8,65624.0
Anjos da Noite: Guerras de Sangue,2016,91 min,Anna Foerster,"Action, Drama, Fantasy",5.8,65565.0
Stallone: Cobra,1986,87 min,George P. Cosmatos,"Action, Crime, Thriller",5.8,63771.0
Os Esquecidos,2004,91 min,Joseph Ruben,"Drama, Mystery, Sci-Fi",5.8,62522.0
Jogos Mortais: Jigsaw,I 2017,92 min,Michael Spierig,"Horror, Mystery, Thriller",5.8,62026.0
No Olho do Tornado,2014,89 min,Steven Quale,"Action, Adventure, Drama",5.8,61954.0
A Lagoa Azul,1980,104 min,Randal Kleiser,"Adventure, Drama, Romance",5.8,59659.0
O Seguranca Fora de Controle,2009,86 min,Jody Hill,"Comedy, Crime, Drama",5.8,58845.0
Tudo que uma Garota quer,2003,105 min,Dennie Gordon,"Comedy, Drama, Family",5.8,56551.0
V/H/S,2012,116 min,Matt Bettinelli-Olpin,"Horror, Thriller",5.8,54603.0
Firewall: Seguranca em Risco,2006,105 min,Richard Loncraine,"Action, Crime, Thriller",5.8,54553.0
Jack,1996,113 min,Francis Ford Coppola,"Comedy, Drama, Fantasy",5.8,53909.0
A Escolha Perfeita 3,2017,93 min,Trish Sie,"Comedy, Music",5.8,49943.0
"Hudson Hawk, o Falcao Esta a Solta",1991,100 min,Michael Lehmann,"Action, Adventure, Comedy",5.8,49768.0
Trocando os Pes,2014,99 min,Tom McCarthy,"Comedy, Drama, Fantasy",5.8,49530.0
Orgulho e Preconceito e Zumbis,2016,108 min,Burr Steers,"Action, Comedy, Fantasy",5.8,48325.0
Voce de Novo,2010,105 min,Andy Fickman,"Comedy, Romance",5.8,47698.0
"Falcao, o Campeao dos Campeoes",1987,93 min,Menahem Golan,"Action, Drama, Sport",5.8,47627.0
Genios do Crime,I 2016,95 min,Jared Hess,"Comedy, Crime",5.8,47478.0
Brinquedo Assassino 2,1990,84 min,John Lafia,"Horror, Thriller",5.8,42326.0
Abismo do Medo 2,2009,94 min,Jon Harris,"Adventure, Horror, Thriller",5.8,41457.0
Nine,2009,118 min,Rob Marshall,"Drama, Musical, Romance",5.8,41373.0
Extincao,2018,95 min,Ben Young,"Action, Drama, Sci-Fi",5.8,40698.0
Contra o Tempo,2003,101 min,Andrzej Bartkowiak,"Action, Crime, Drama",5.8,39947.0
Monte Carlo,2011,109 min,Thomas Bezucha,"Adventure, Comedy, Family",5.8,39546.0
Zona de Perigo,1993,102 min,Rowdy Herrington,"Action, Crime, Mystery",5.8,38676.0
Taxi 3,2003,84 min,Gérard Krawczyk,"Action, Comedy, Crime",5.8,38573.0
Ovelha Negra,2006,87 min,Jonathan King,"Comedy, Horror, Sci-Fi",5.8,38096.0
Nunca Mais,I 2002,115 min,Michael Apted,"Crime, Drama, Thriller",5.8,37442.0
O Franco-Atirador,2015,115 min,Pierre Morel,"Action, Crime, Drama",5.8,37385.0
Morgan: A Evolucao,2016,92 min,Luke Scott,"Action, Horror, Sci-Fi",5.8,37117.0
Jogo Duro,2000,104 min,John Frankenheimer,"Action, Adventure, Crime",5.8,36312.0
"Lucas, um Intruso no Formigueiro",2006,88 min,John A. Davis,"Animation, Adventure, Comedy",5.8,35456.0
O Diario de uma Virgem,2013,104 min,Maggie Carey,"Comedy, Romance",5.8,35304.0
Obsessao,2012,107 min,Lee Daniels,"Crime, Drama, Mystery",5.8,34618.0
O Abrigo,2011,112 min,Xavier Gens,"Drama, Horror, Sci-Fi",5.8,34272.0
O Trapaceiro,2005,94 min,Barry W. Blaustein,"Comedy, Sport",5.8,34247.0
A Prova de Balas,1996,84 min,Ernest R. Dickerson,"Action, Comedy, Crime",5.8,33798.0
Mickey Olhos Azuis,1999,102 min,Kelly Makin,"Comedy, Crime, Romance",5.8,33502.0
Joe Contra o Vulcao,1990,102 min,John Patrick Shanley,"Comedy, Romance",5.8,32861.0
"Rubber, O Pneu Assassino",2010,82 min,Quentin Dupieux,"Comedy, Fantasy, Horror",5.8,32449.0
Ritmo Total,2002,118 min,Charles Stone III,"Comedy, Drama, Romance",5.8,32142.0
Brinquedo Assassino,2019,90 min,Lars Klevberg,"Horror, Sci-Fi",5.8,31821.0
Morte Subita,1995,111 min,Peter Hyams,"Action, Crime, Thriller",5.8,30704.0
A Casa de Vidro,2001,106 min,Daniel Sackheim,"Crime, Drama, Mystery",5.8,30614.0
1941: Uma Guerra Muito Louca,1979,118 min,Steven Spielberg,"Action, Comedy, War",5.8,29965.0
A Seita Maligna,I 2016,90 min,Jeremy Gillespie,"Horror, Mystery, Sci-Fi",5.8,27277.0
A Maldicao,1996,93 min,Tom Holland,"Fantasy, Horror",5.8,26372.0
O Date Perfeito,I 2019,89 min,Chris Nelson,"Comedy, Romance",5.8,26213.0
Dificil de Matar,1990,96 min,Bruce Malmuth,"Action, Crime, Drama",5.8,26153.0
Air America: Loucos Pelo Perigo,1990,113 min,Roger Spottiswoode,"Action, Comedy, War",5.8,25901.0
Cry Wolf: O Jogo da Mentira,2005,90 min,Jeff Wadlow,"Drama, Horror, Thriller",5.8,25354.0
Quarteto Fantastico,I 2005,106 min,Tim Story,"Action, Adventure, Fantasy",5.7,302719.0
O Planeta dos Macacos,2001,119 min,Tim Burton,"Action, Adventure, Sci-Fi",5.7,204672.0
Uma Noite de Crime,I 2013,85 min,James DeMonaco,"Horror, Thriller",5.7,190923.0
Furia de Titas 2,2012,99 min,Jonathan Liebesman,"Action, Adventure, Fantasy",5.7,176092.0
Assassin's Creed,2016,115 min,Justin Kurzel,"Action, Adventure, Sci-Fi",5.7,173939.0
Invasao do Mundo: Batalha de Los Angeles,2011,116 min,Jonathan Liebesman,"Action, Sci-Fi",5.7,169450.0
Megatubarao,2018,113 min,Jon Turteltaub,"Action, Horror, Sci-Fi",5.7,129569.0
