Title,Year,Runtime,Director,Genres,Rate,Votes
As Tartarugas Ninja: O Retorno,2007,87 min,Kevin Munroe,"Animation, Action, Adventure",6.2,59452.0
007 - Nunca Mais Outra Vez,1983,134 min,Irvin Kershner,"Action, Adventure, Thriller",6.2,57767.0
Poder Paranormal,2012,114 min,Rodrigo Cortés,"Drama, Fantasy, Horror",6.2,56400.0
Inimigo Intimo,1997,111 min,Alan J. Pakula,"Action, Crime, Drama",6.2,55581.0
Ladroes,2010,107 min,John Luessenhop,"Action, Crime, Thriller",6.2,55083.0
No Balanco do Amor,2001,112 min,Thomas Carter,"Drama, Music, Romance",6.2,55046.0
Ferias Frustradas II,1985,95 min,Amy Heckerling,"Adventure, Comedy",6.2,54676.0
Johnny English 3.0,2018,89 min,David Kerr,"Action, Adventure, Comedy",6.2,54609.0
O Diario de uma Baba,2007,106 min,Shari Springer Berman,"Comedy, Drama, Romance",6.2,54462.0
Colossal,2016,109 min,Nacho Vigalondo,"Comedy, Drama, Fantasy",6.2,54459.0
"Ela Danca, Eu Danco 3",2010,107 min,Jon M. Chu,"Drama, Music, Romance",6.2,54052.0
Prova de Vida,2000,135 min,Taylor Hackford,"Action, Drama, Thriller",6.2,53608.0
Rambo: Ate o Fim,2019,89 min,Adrian Grunberg,"Action, Adventure, Thriller",6.2,53320.0
Calculo Mortal,2002,115 min,Barbet Schroeder,"Crime, Mystery, Thriller",6.2,50941.0
Lobo,1994,125 min,Mike Nichols,"Drama, Horror, Romance",6.2,50407.0
Vampiros de John Carpenter,1998,108 min,John Carpenter,"Action, Horror, Thriller",6.2,50291.0
Um Conto do Destino,2014,118 min,Akiva Goldsman,"Drama, Fantasy, Mystery",6.2,50230.0
Doce Trapaca,2001,123 min,David Mirkin,"Comedy, Crime, Romance",6.2,49671.0
"Alfie, o Sedutor",2004,103 min,Charles Shyer,"Comedy, Drama, Romance",6.2,49096.0
Vinganca a Sangue-Frio,2019,119 min,Hans Petter Moland,"Action, Crime, Drama",6.2,46603.0
"Apertem os Cintos, o Piloto Sumiu 2",1982,85 min,Ken Finkleman,"Comedy, Sci-Fi",6.2,46424.0
Muito Bem Acompanhada,2005,90 min,Clare Kilner,"Comedy, Romance",6.2,46339.0
Leoes e Cordeiros,2007,92 min,Robert Redford,"Crime, Drama, Mystery",6.2,46065.0
Sem Vestigios,2008,101 min,Gregory Hoblit,"Crime, Mystery, Thriller",6.2,45850.0
O Ultimo Guarda-Costas,2010,103 min,William Monahan,"Crime, Drama",6.2,45274.0
A Morte Te Da Parabens 2,2019,100 min,Christopher Landon,"Comedy, Horror, Mystery",6.2,44706.0
Predadores Assassinos,2019,87 min,Alexandre Aja,"Action, Drama, Horror",6.2,44695.0
Ela e os Caras,2007,108 min,Joe Nussbaum,"Comedy, Drama, Romance",6.2,44557.0
Flashdance: Em Ritmo de Embalo,1983,95 min,Adrian Lyne,"Drama, Music, Romance",6.2,44412.0
O Pacto,2011,105 min,Roger Donaldson,"Action, Crime, Drama",6.2,43452.0
Maquina Quase Mortifera,1993,84 min,Gene Quintano,"Action, Comedy, Crime",6.2,42944.0
O Buraco,2001,102 min,Nick Hamm,"Drama, Mystery, Thriller",6.2,42940.0
Kung Pow - O Mestre da Kung-Fu-Sao,2002,81 min,Steve Oedekerk,"Action, Comedy",6.2,42313.0
O Alvo,1993,97 min,John Woo,"Action, Adventure, Drama",6.2,42022.0
A Loja Magica de Brinquedos,2007,93 min,Zach Helm,"Comedy, Family, Fantasy",6.2,41221.0
Historias Assustadoras para Contar no Escuro,2019,108 min,André Øvredal,"Horror, Mystery, Thriller",6.2,40958.0
Amor em Jogo,2005,104 min,Bobby Farrelly,"Comedy, Drama, Romance",6.2,40954.0
Sol Nascente,1993,125 min,Philip Kaufman,"Action, Crime, Drama",6.2,40507.0
"Big Stan, Arrebentando na Prisao",2007,105 min,Rob Schneider,"Action, Comedy",6.2,40114.0
Diario de um Banana,2010,94 min,Thor Freudenthal,"Comedy, Drama, Family",6.2,40000.0
Lugares Escuros,2015,113 min,Gilles Paquet-Brenner,"Action, Drama, Mystery",6.2,39583.0
Terapia do Amor,2005,105 min,Ben Younger,"Comedy, Drama, Romance",6.2,38681.0
"Alexandre e o Dia Terrivel, Horrivel, Espantoso e Horroroso",2014,81 min,Miguel Arteta,"Comedy, Family",6.2,38599.0
Abaixo o Amor,2003,101 min,Peyton Reed,"Comedy, Romance",6.2,38124.0
A Mao Assassina,1999,92 min,Rodman Flender,"Comedy, Fantasy, Horror",6.2,38037.0
Pokemon: O Filme - Mewtwo Contra-Ataca,1998,96 min,Kunihiko Yuyama,"Animation, Action, Adventure",6.2,37628.0
Os Ultimos Cavaleiros,2015,115 min,Kazuaki Kiriya,"Action, Drama, History",6.2,37364.0
O Quinto Poder,2013,128 min,Bill Condon,"Biography, Crime, Drama",6.2,37286.0
Lovelace,2013,93 min,Rob Epstein,"Biography, Drama",6.2,36966.0
O Roqueiro,2008,102 min,Peter Cattaneo,"Comedy, Music",6.2,35846.0
O Sono da Morte,2016,97 min,Mike Flanagan,"Drama, Fantasy, Horror",6.2,35395.0
Uma Carta de Amor,1999,126 min,Luis Mandoki,"Drama, Romance",6.2,34212.0
O Invisivel,2007,102 min,David S. Goyer,"Crime, Drama, Fantasy",6.2,33959.0
"Musica, Amigos e Festa",2015,96 min,Max Joseph,"Drama, Music, Romance",6.2,33780.0
Terror em Amityville,1979,117 min,Stuart Rosenberg,Horror,6.2,33429.0
Femme Fatale,2002,114 min,Brian De Palma,"Crime, Drama, Mystery",6.2,32384.0
Viagem das Garotas,2017,122 min,Malcolm D. Lee,"Adventure, Comedy, Drama",6.2,31666.0
Veronica: Jogo Sobrenatural,I 2017,105 min,Paco Plaza,Horror,6.2,31468.0
Dr. Hollywood: Uma Receita de Amor,1991,104 min,Michael Caton-Jones,"Comedy, Drama, Romance",6.2,31392.0
Candidato Aloprado,2006,115 min,Barry Levinson,"Comedy, Drama, Romance",6.2,30987.0
"Leao Branco, o Lutador sem Lei",1990,108 min,Sheldon Lettich,"Action, Crime, Drama",6.2,30935.0
Amor Sem Pecado,2013,112 min,Anne Fontaine,"Drama, Romance",6.2,30589.0
Palhacos Assassinos do Espaco Sideral,1988,88 min,Stephen Chiodo,"Comedy, Horror, Sci-Fi",6.2,30461.0
Violacao de Privacidade,2004,95 min,Omar Naim,"Drama, Sci-Fi, Thriller",6.2,30064.0
Guerreiros do Amanha,2010,103 min,Stuart Beattie,"Action, Adventure, Drama",6.2,29624.0
Sombra Lunar,2019,115 min,Jim Mickle,"Crime, Mystery, Sci-Fi",6.2,29189.0
Pelotao Em Apuros,1995,95 min,Nick Castle,"Adventure, Comedy, Family",6.2,28919.0
Revelacoes,2003,106 min,Robert Benton,"Drama, Romance, Thriller",6.2,28403.0
Ong Bak 2 - O Guerreiro Sagrado Voltou,2008,98 min,Tony Jaa,Action,6.2,28372.0
O Senhor dos Aneis,1978,132 min,Ralph Bakshi,"Animation, Adventure, Fantasy",6.2,28316.0
As Duas Faces de Janeiro,2014,96 min,Hossein Amini,"Romance, Thriller",6.2,28274.0
O Imbativel,2002,94 min,Walter Hill,"Action, Crime, Drama",6.2,27610.0
Contagem Regressiva,1994,121 min,Stephen Hopkins,"Action, Crime, Drama",6.2,27010.0
Tudo por Dinheiro,1997,97 min,Brett Ratner,"Action, Comedy, Crime",6.2,26641.0
Morte Subita,2007,99 min,Greg McLean,"Action, Adventure, Drama",6.2,26461.0
Tumba Aberta,2013,102 min,Gonzalo López-Gallego,"Horror, Mystery, Thriller",6.2,26458.0
Dabangg,2010,126 min,Abhinav Kashyap,"Action, Comedy",6.2,26290.0
Conspiracao Terrorista,I 2017,98 min,Michael Apted,"Action, Drama, Mystery",6.2,26154.0
Um Lugar Solitario Para Morrer,2011,99 min,Julian Gilbey,"Action, Crime, Thriller",6.2,26086.0
Assassinos Substitutos,1998,87 min,Antoine Fuqua,"Action, Crime, Thriller",6.2,26052.0
Quatro Amigas e um Jeans Viajante 2,2008,119 min,Sanaa Hamri,"Comedy, Drama, Romance",6.2,26036.0
Cacadora de Gigantes,2017,106 min,Anders Walter,"Drama, Fantasy, Thriller",6.2,25399.0
Indiana Jones e o Reino da Caveira de Cristal,2008,122 min,Steven Spielberg,"Action, Adventure",6.1,405198.0
Missao: Impossivel 2,2000,123 min,John Woo,"Action, Adventure, Thriller",6.1,299358.0
Jumper,2008,88 min,Doug Liman,"Action, Adventure, Sci-Fi",6.1,277728.0
Branca de Neve e o Cacador,2012,127 min,Rupert Sanders,"Action, Adventure, Drama",6.1,264072.0
"Van Helsing, o Cacador de Monstros",2004,131 min,Stephen Sommers,"Action, Adventure, Fantasy",6.1,235126.0
Eu Sou o Numero Quatro,2011,111 min,D.J. Caruso,"Action, Adventure, Sci-Fi",6.1,221568.0
007 - Um Novo Dia Para Morrer,2002,133 min,Lee Tamahori,"Action, Adventure, Thriller",6.1,196394.0
O Grinch,2000,104 min,Ron Howard,"Comedy, Family, Fantasy",6.1,193505.0
Joao e Maria: Cacadores de Bruxas,2013,88 min,Tommy Wirkola,"Action, Fantasy, Horror",6.1,188180.0
A Bussola de Ouro,2007,113 min,Chris Weitz,"Adventure, Family, Fantasy",6.1,173299.0
Festa da Salsicha,2016,89 min,Greg Tiernan,"Animation, Adventure, Comedy",6.1,165536.0
Um Milhao de Maneiras de Pegar na Pistola,2014,116 min,Seth MacFarlane,"Comedy, Western",6.1,164488.0
Os Mercenarios 3,2014,126 min,Patrick Hughes,"Action, Adventure, Thriller",6.1,161310.0
Jogo de Amor em Las Vegas,2008,99 min,Tom Vaughan,"Comedy, Romance",6.1,160116.0
De Repente 30,2004,98 min,Gary Winick,"Comedy, Fantasy, Romance",6.1,155829.0
Carga Explosiva 3,2008,104 min,Olivier Megaton,"Action, Thriller",6.1,151322.0
Vestida para Casar,2008,111 min,Anne Fletcher,"Comedy, Romance",6.1,148134.0
Carros 2,2011,106 min,John Lasseter,"Animation, Adventure, Comedy",6.1,147271.0
O Aprendiz de Feiticeiro,2010,109 min,Jon Turteltaub,"Action, Adventure, Family",6.1,147268.0
O Rei da Agua,1998,90 min,Frank Coraci,"Comedy, Sport",6.1,142008.0
"Starsky & Hutch, Justica em Dobro",2004,101 min,Todd Phillips,"Comedy, Crime",6.1,134380.0
Bee Movie: A Historia de uma Abelha,2007,91 min,Simon J. Smith,"Animation, Adventure, Comedy",6.1,133008.0
Um Tira no Jardim de Infancia,1990,111 min,Ivan Reitman,"Comedy, Crime",6.1,129459.0
As Loucuras de Dick & Jane,2005,90 min,Dean Parisot,"Comedy, Crime",6.1,128241.0
Jack Reacher: Sem Retorno,2016,118 min,Edward Zwick,"Action, Thriller",6.1,128235.0
Rampage: Destruicao Total,2018,107 min,Brad Peyton,"Action, Adventure, Sci-Fi",6.1,127001.0
Panico 4,2011,111 min,Wes Craven,"Horror, Mystery",6.1,121970.0
Cacadores de Obras-Primas,2014,118 min,George Clooney,"Comedy, Drama, History",6.1,120035.0
Sexta-Feira Muito Louca,2003,97 min,Mark Waters,"Comedy, Family, Fantasy",6.1,118586.0
Evolucao,2001,101 min,Ivan Reitman,"Comedy, Sci-Fi",6.1,115478.0
"Gasparzinho, o Fantasminha Camarada",1995,100 min,Brad Silberling,"Comedy, Family, Fantasy",6.1,112401.0
Irmaos Gemeos,1988,107 min,Ivan Reitman,"Comedy, Crime",6.1,107501.0
Godzilla II: Rei dos Monstros,2019,132 min,Michael Dougherty,"Action, Adventure, Fantasy",6.1,106479.0
Halloween: O Inicio,2007,109 min,Rob Zombie,Horror,6.1,105261.0
Panico na Floresta,I 2003,84 min,Rob Schmidt,Horror,6.1,103888.0
Herois,2009,111 min,Paul McGuigan,"Action, Sci-Fi, Thriller",6.1,102413.0
Amor a Segunda Vista,2002,101 min,Marc Lawrence,"Comedy, Romance",6.1,101176.0
Queima de Arquivo,1996,115 min,Chuck Russell,"Action, Drama, Thriller",6.1,99591.0
A Mexicana,2001,123 min,Gore Verbinski,"Adventure, Comedy, Crime",6.1,99464.0
Espelhos do Medo,I 2008,110 min,Alexandre Aja,"Horror, Mystery",6.1,98991.0
Esfera,1998,134 min,Barry Levinson,"Action, Mystery, Sci-Fi",6.1,95805.0
Namoro ou Liberdade,2014,94 min,Tom Gormican,"Comedy, Romance",6.1,94379.0
Coincidencias do Amor,I 2010,101 min,Josh Gordon,"Comedy, Drama, Romance",6.1,92865.0
Esquadrao 6,2019,128 min,Michael Bay,"Action, Adventure, Comedy",6.1,92617.0
O Cacador e a Rainha do Gelo,2016,114 min,Cedric Nicolas-Troyan,"Action, Adventure, Drama",6.1,92108.0
Ferias Frustradas,I 2015,99 min,John Francis Daley,"Adventure, Comedy",6.1,91156.0
Sequestro no Espaco,2012,95 min,James Mather,"Action, Sci-Fi, Thriller",6.1,90850.0
30 Minutos ou Menos,2011,83 min,Ruben Fleischer,"Action, Comedy, Crime",6.1,89737.0
Maquinas Mortais,2018,128 min,Christian Rivers,"Action, Adventure, Fantasy",6.1,89633.0
Sobrenatural: A Origem,2015,97 min,Leigh Whannell,"Horror, Mystery, Thriller",6.1,87133.0
O Bicho Vai Pegar,2006,86 min,Roger Allers,"Animation, Adventure, Comedy",6.1,81825.0
Dezesseis Luas,2013,124 min,Richard LaGravenese,"Drama, Fantasy, Romance",6.1,81475.0
Nunca Fui Beijada,1999,107 min,Raja Gosnell,"Comedy, Drama, Romance",6.1,79489.0
American Ultra: Armados e Alucinados,2015,96 min,Nima Nourizadeh,"Action, Comedy, Sci-Fi",6.1,79428.0
Como Ser Solteira,2016,110 min,Christian Ditter,"Comedy, Drama, Romance",6.1,77072.0
A Casa dos 1000 Corpos,2003,89 min,Rob Zombie,Horror,6.1,72773.0
Coracao de Tinta: O Livro Magico,2008,106 min,Iain Softley,"Adventure, Family, Fantasy",6.1,70813.0
Qual Seu Numero?,2011,106 min,Mark Mylod,"Comedy, Romance",6.1,69532.0
Solomon Kane - O Cacador de Demonios,2009,104 min,M.J. Bassett,"Action, Adventure, Fantasy",6.1,67171.0
O Mensageiro,1997,177 min,Kevin Costner,"Action, Adventure, Drama",6.1,66048.0
Romeu tem que Morrer,2000,115 min,Andrzej Bartkowiak,"Action, Crime, Thriller",6.1,64463.0
Codigo para o Inferno,1998,111 min,Harold Becker,"Action, Crime, Drama",6.1,64436.0
Codigos de Guerra,2002,134 min,John Woo,"Action, Drama, War",6.1,63457.0
Inferno Vermelho,1988,104 min,Walter Hill,"Action, Comedy, Crime",6.1,61193.0
Larry Crowne: O Amor Esta de Volta,2011,98 min,Tom Hanks,"Comedy, Drama, Romance",6.1,60557.0
Herois Muito Loucos,1999,121 min,Kinka Usher,"Action, Comedy, Fantasy",6.1,59932.0
O Sinal: Frequencia do Medo,2014,97 min,William Eubank,"Drama, Mystery, Sci-Fi",6.1,59799.0
Krampus: O Terror do Natal,I 2015,98 min,Michael Dougherty,"Comedy, Drama, Fantasy",6.1,58785.0
Simone,2002,117 min,Andrew Niccol,"Comedy, Drama, Sci-Fi",6.1,57242.0
O Ultimo Trem,2008,98 min,Ryûhei Kitamura,"Horror, Mystery",6.1,57105.0
22 Milhas,2018,94 min,Peter Berg,"Action, Thriller",6.1,56662.0
Treinando o Papai,2007,110 min,Andy Fickman,"Comedy, Family, Sport",6.1,55497.0
Dick Tracy,1990,105 min,Warren Beatty,"Action, Comedy, Crime",6.1,54807.0
"Sexta-Feira 13, Parte 2",1981,87 min,Steve Miner,"Horror, Mystery, Thriller",6.1,54538.0
Um Brinde A Amizade,2013,90 min,Joe Swanberg,"Comedy, Drama, Romance",6.1,54456.0
O Guerreiro Silencioso,2009,93 min,Nicolas Winding Refn,"Adventure, Drama, Fantasy",6.1,53483.0
Agente do Futuro,I 2014,109 min,Gabe Ibáñez,"Action, Sci-Fi, Thriller",6.1,52183.0
Pecado Original,2001,116 min,Michael Cristofer,"Drama, Mystery, Romance",6.1,51749.0
O Voo da Fenix,2004,113 min,John Moore,"Action, Adventure, Drama",6.1,50394.0
A Barraca do Beijo,2018,105 min,Vince Marcello,"Comedy, Romance",6.1,50272.0
Ouija: Origem do Mal,2016,99 min,Mike Flanagan,"Drama, Horror, Mystery",6.1,49897.0
Fenomenos Paranormais,2011,92 min,Colin Minihan,Horror,6.1,49609.0
A Joia do Nilo,1985,106 min,Lewis Teague,"Action, Adventure, Comedy",6.1,48101.0
O Vizinho,2008,110 min,Neil LaBute,"Crime, Drama, Thriller",6.1,47241.0
15 Minutos,2001,120 min,John Herzfeld,"Action, Crime, Drama",6.1,47173.0
Garota Mimada,2008,98 min,Nick Moore,"Comedy, Drama, Romance",6.1,46778.0
Sentinela,2006,108 min,Clark Johnson,"Action, Crime, Thriller",6.1,46538.0
Duplicidade,2009,125 min,Tony Gilroy,"Comedy, Crime, Romance",6.1,45877.0
Os Cabeca-de-Vento,1994,92 min,Michael Lehmann,"Comedy, Crime, Music",6.1,44279.0
O Colecionador de Corpos 2,II 2012,82 min,Marcus Dunstan,"Action, Horror, Thriller",6.1,43509.0
O Teorema Zero,2013,107 min,Terry Gilliam,"Comedy, Drama, Fantasy",6.1,43442.0
Mare de Azar,2009,92 min,Mike Judge,"Comedy, Crime, Romance",6.1,43407.0
O Garoto do Futuro,1985,91 min,Rod Daniel,"Comedy, Fantasy",6.1,43205.0
O Vingador,2003,109 min,F. Gary Gray,"Action, Crime, Drama",6.1,43179.0
Hobo with a Shotgun,2011,86 min,Jason Eisener,"Action, Comedy, Horror",6.1,42770.0
Ninguem Segura este Bebe,1994,99 min,Patrick Read Johnson,"Adventure, Comedy, Crime",6.1,42591.0
Cacado,2003,94 min,William Friedkin,"Action, Crime, Drama",6.1,41878.0
Danca Comigo?,2004,106 min,Peter Chelsom,"Comedy, Drama, Music",6.1,41608.0
Pelas Garotas e Pela Gloria,2009,90 min,Will Gluck,"Comedy, Sport",6.1,41114.0
Dia De Trabalho Mortal,2016,89 min,Greg McLean,"Horror, Thriller",6.1,40540.0
Love,II 2015,135 min,Gaspar Noé,"Drama, Romance",6.1,40460.0
De Volta ao Planeta dos Macacos,1970,95 min,Ted Post,"Action, Adventure, Sci-Fi",6.1,39972.0
Solteiros Com Filhos,2011,107 min,Jennifer Westfeldt,"Comedy, Drama, Romance",6.1,39831.0
Sangue e Honra,2011,121 min,Jonathan English,"Action, Drama, History",6.1,39133.0
13: O Jogador,I 2010,91 min,Géla Babluani,"Crime, Drama, Thriller",6.1,39126.0
Duas Vidas,2000,104 min,Jon Turteltaub,"Comedy, Family, Fantasy",6.1,38879.0
Na Estrada,2012,124 min,Walter Salles,"Adventure, Drama, Romance",6.1,38541.0
Negocio das Arabias,2016,98 min,Tom Tykwer,"Comedy, Drama, Romance",6.1,37752.0
A Lista: Voce Esta Livre Hoje?,I 2008,107 min,Marcel Langenegger,"Crime, Drama, Mystery",6.1,36720.0
Cujo,1983,93 min,Lewis Teague,"Horror, Thriller",6.1,36548.0
Evidencias de um Crime,2007,88 min,Renny Harlin,"Crime, Mystery, Thriller",6.1,36311.0
O Misterio da Libelula,2002,104 min,Tom Shadyac,"Drama, Fantasy, Mystery",6.1,35587.0
Millennium: A Garota na Teia de Aranha,2018,115 min,Fede Alvarez,"Action, Crime, Drama",6.1,35368.0
Curtindo a Liberdade,2004,101 min,Andy Cadiff,"Comedy, Romance",6.1,35006.0
O Corajoso Ratinho Despereaux,2008,93 min,Sam Fell,"Animation, Adventure, Comedy",6.1,34651.0
O Solteirao,2010,107 min,Noah Baumbach,"Comedy, Drama, Romance",6.1,34592.0
Nos Somos os Campeoes 2,1994,106 min,Sam Weisman,"Comedy, Drama, Family",6.1,34280.0
O Homem do Tai Chi,2013,105 min,Keanu Reeves,"Action, Drama",6.1,34002.0
"Grande Menina, Pequena Mulher",2003,92 min,Boaz Yakin,"Comedy, Drama, Romance",6.1,33809.0
Reencarnacao,2004,100 min,Jonathan Glazer,"Drama, Fantasy, Mystery",6.1,33512.0
Maniaco,2012,89 min,Franck Khalfoun,"Horror, Thriller",6.1,33461.0
Vinganca Entre Assassinos,2009,95 min,Scott Mann,"Action, Thriller",6.1,33378.0
Capitao Orgazmo,1997,94 min,Trey Parker,"Comedy, Sci-Fi",6.1,33376.0
Personal Shopper,2016,105 min,Olivier Assayas,"Drama, Horror, Mystery",6.1,33292.0
Relacao Explosiva,2012,100 min,David Palmer,"Action, Comedy",6.1,33246.0
Anon,I 2018,100 min,Andrew Niccol,"Crime, Drama, Mystery",6.1,32826.0
O Assassino em Mim,2010,109 min,Michael Winterbottom,"Crime, Drama, Thriller",6.1,32238.0
A Enfermeira Betty,2000,110 min,Neil LaBute,"Comedy, Crime, Drama",6.1,32216.0
Tentaculos,1998,106 min,Stephen Sommers,"Action, Adventure, Horror",6.1,31786.0
Espinhos,I 2008,82 min,Toby Wilkins,"Horror, Sci-Fi, Thriller",6.1,31781.0
Identidade Paranormal,2010,112 min,Måns Mårlind,"Horror, Mystery, Thriller",6.1,31121.0
Inimigos de Sangue,2013,99 min,Eran Creevy,"Action, Crime, Thriller",6.1,30993.0
Coriolano,2011,123 min,Ralph Fiennes,"Drama, Thriller, War",6.1,30122.0
Criaturas,1986,86 min,Stephen Herek,"Comedy, Horror, Sci-Fi",6.1,29541.0
Soldado do Futuro,I 2013,91 min,Caradog W. James,"Action, Drama, Sci-Fi",6.1,29264.0
"Eu, Minha Mulher e Minhas Copias",1996,117 min,Harold Ramis,"Comedy, Romance, Sci-Fi",6.1,28735.0
A Conquista do Planeta dos Macacos,1972,88 min,J. Lee Thompson,"Action, Sci-Fi",6.1,28733.0
Krull,1983,116 min,Peter Yates,"Action, Adventure, Sci-Fi",6.1,28695.0
Perseguicao Implacavel,2012,100 min,Philipp Stölzl,"Action, Thriller",6.1,28232.0
Chamas da Vinganca,1984,114 min,Mark L. Lester,"Action, Horror, Sci-Fi",6.1,27883.0
Que Mulher e Essa?,2001,93 min,Harald Zwart,"Comedy, Crime",6.1,27824.0
Ameaca Virtual,2001,108 min,Peter Howitt,"Action, Crime, Drama",6.1,27788.0
The Perfection,2018,90 min,Richard Shepard,"Drama, Horror, Thriller",6.1,27736.0
Tiro e Queda,1998,91 min,Kirk Wong,"Action, Comedy, Crime",6.1,27583.0
Os Anjos Entram em Campo,1994,102 min,William Dear,"Comedy, Family, Fantasy",6.1,27535.0
Crime na Casa Branca,1997,107 min,Dwight H. Little,"Action, Crime, Drama",6.1,27449.0
Conspiracao Tequila,1988,115 min,Robert Towne,"Crime, Drama, Romance",6.1,27427.0
Stuber: A Corrida Maluca,2019,93 min,Michael Dowse,"Action, Comedy, Crime",6.1,27096.0
Enigmas de um Crime,2008,104 min,Álex de la Iglesia,"Crime, Mystery, Thriller",6.1,26513.0
Nanny McPhee e as Licoes Magicas,2010,109 min,Susanna White,"Comedy, Family, Fantasy",6.1,26266.0
O Sequestro do Onibus 657,III 2015,93 min,Scott Mann,"Action, Crime, Drama",6.1,25842.0
Perigo na Montanha,2018,94 min,Lin Oeding,"Action, Drama",6.1,25524.0
Quando te conheci,2015,101 min,Drake Doremus,"Drama, Romance, Sci-Fi",6.1,25439.0
Esquadrao Suicida,2016,123 min,David Ayer,"Action, Adventure, Fantasy",6.0,560644.0
Transformers: A Vinganca dos Derrotados,2009,150 min,Michael Bay,"Action, Adventure, Sci-Fi",6.0,372386.0
Shrek Terceiro,2007,93 min,Chris Miller,"Animation, Adventure, Comedy",6.0,265699.0
Superman: O Retorno,2006,154 min,Bryan Singer,"Action, Sci-Fi",6.0,264480.0
Velozes & Furiosos: Desafio em Toquio,2006,104 min,Justin Lin,"Action, Crime, Thriller",6.0,227274.0
Sucker Punch: Mundo Surreal,2011,110 min,Zack Snyder,"Action, Adventure, Fantasy",6.0,222493.0
O Turista,I 2010,103 min,Florian Henckel von Donnersmarck,"Action, Adventure, Crime",6.0,212728.0
Cowboys & Aliens,2011,119 min,Jon Favreau,"Action, Adventure, Fantasy",6.0,200265.0
Terremoto: A Falha de San Andreas,2015,114 min,Brad Peyton,"Action, Adventure, Drama",6.0,200021.0
Busca Implacavel 3,2014,108 min,Olivier Megaton,"Action, Thriller",6.0,170546.0
Uma Noite no Museu 2,2009,105 min,Shawn Levy,"Adventure, Comedy, Family",6.0,166958.0
O Espanta Tubaroes,2004,90 min,Bibo Bergeron,"Animation, Adventure, Comedy",6.0,159269.0
Imortais,2011,110 min,Tarsem Singh,"Action, Drama, Fantasy",6.0,155951.0
Exodo: Deuses e Reis,2014,150 min,Ridley Scott,"Action, Drama, Fantasy",6.0,154110.0
Hercules,I 2014,98 min,Brett Ratner,"Action, Adventure, Fantasy",6.0,140347.0
S.W.A.T.: Comando Especial,2003,117 min,Clark Johnson,"Action, Adventure, Crime",6.0,133685.0
Mulheres ao Ataque,2014,109 min,Nick Cassavetes,"Comedy, Romance",6.0,125892.0
Quero Ficar com Polly,2004,90 min,John Hamburg,"Comedy, Romance",6.0,121188.0
A Maquina do Tempo,2002,96 min,Simon Wells,"Action, Adventure, Sci-Fi",6.0,115078.0
O Durao,2015,100 min,Etan Cohen,"Comedy, Crime",6.0,115069.0
Miami Vice,2006,132 min,Michael Mann,"Action, Crime, Thriller",6.0,105765.0
Horror em Amityville,2005,90 min,Andrew Douglas,Horror,6.0,101516.0
"Bridget Jones, no Limite da Razao",2004,108 min,Beeban Kidron,"Comedy, Drama, Romance",6.0,100034.0
Jogos Mortais 6,2009,90 min,Kevin Greutert,"Horror, Mystery, Thriller",6.0,96422.0
Endiabrado,2000,93 min,Harold Ramis,"Comedy, Fantasy",6.0,92825.0
O Ultimo Cacador de Bruxas,2015,106 min,Breck Eisner,"Action, Adventure, Fantasy",6.0,89709.0
Sahara,2005,124 min,Breck Eisner,"Action, Adventure, Comedy",6.0,88568.0
O Ritual,2011,114 min,Mikael Håfström,"Drama, Horror, Mystery",6.0,87543.0
A Ultima Ameaca,1996,108 min,John Woo,"Action, Adventure, Thriller",6.0,87504.0
Um Faz de Conta Que Acontece,2008,99 min,Adam Shankman,"Comedy, Family, Fantasy",6.0,84567.0
12 Horas para Sobreviver: O Ano da Eleicao,2016,108 min,James DeMonaco,"Action, Horror, Sci-Fi",6.0,83917.0
Teenagers: As Apimentadas,2000,98 min,Peyton Reed,"Comedy, Romance, Sport",6.0,83239.0
Os Pinguins do Papai,2011,94 min,Mark Waters,"Comedy, Family, Fantasy",6.0,83213.0
As Duas Faces da Lei,2008,101 min,Jon Avnet,"Crime, Mystery, Thriller",6.0,82109.0
As Tartarugas Ninja: Fora das Sombras,2016,112 min,Dave Green,"Action, Adventure, Comedy",6.0,80020.0
Misterio no Mediterraneo,2019,97 min,Kyle Newacheck,"Action, Comedy, Crime",6.0,79946.0
Capitao Sky e o Mundo de Amanha,2004,106 min,Kerry Conran,"Action, Adventure, Mystery",6.0,79876.0
Soldado Universal,1992,102 min,Roland Emmerich,"Action, Sci-Fi",6.0,79331.0
O Amigo Oculto,2005,101 min,John Polson,"Drama, Horror, Mystery",6.0,79302.0
Os Caca-Noivas,2016,98 min,Jake Szymanski,"Comedy, Romance",6.0,78021.0
A Ultima Musica,2010,107 min,Julie Anne Robinson,"Drama, Music, Romance",6.0,77336.0
Dias de Trovao,1990,107 min,Tony Scott,"Action, Drama, Sport",6.0,74518.0
Olhos de Serpente,1998,98 min,Brian De Palma,"Crime, Mystery, Thriller",6.0,72996.0
Boneco do Mal,2016,97 min,William Brent Bell,"Horror, Mystery, Thriller",6.0,72421.0
Juizo Final,2008,108 min,Neil Marshall,"Action, Sci-Fi, Thriller",6.0,70316.0
Karate Kid 2: A Hora da Verdade Continua,1986,113 min,John G. Avildsen,"Action, Family, Romance",6.0,67989.0
Quarentena,2008,89 min,John Erick Dowdle,"Horror, Thriller",6.0,66878.0
